	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS
P04179	11.9492	12.5725	12.246	10.5916	11.3688	11.7362	12.3234	12.51	13.0408	11.2703	12.8352	11.7326	12.2262	12.0798	12.4959	11.6544	10.268	10.2979	11.4968	12.2999	12.1716	11.5329	12.2928	12.0612	11.9842	11.6355	11.0136	12.168	11.536	12.5232	11.4231	12.114	11.542	12.0832	10.6457	11.405	12.1175	12.2687	11.3924	12.0873	11.2057	11.1925	9.93029	11.3748	11.0608	12.2788	11.2379	11.7253	12.4489	12.3925	11.2978	12.1975	11.4703	10.4604	11.866	12.4119	10.152	10.2437	12.4321	11.4082	12.207	11.3383	11.8499	11.8126	12.3591	11.7834	11.8203	11.8248	12.9563	11.9211	11.4853	11.2942	11.5968	12.5251	12.6377	11.9375	12.0603	11.7479	11.7544	11.509	11.7173	11.9051	12.0822	11.4536	12.3109	11.8262	11.8987
A0A2R8Y619	9.23362	6.68229	8.055205749	7.24031	9.24603	8.87805	8.39232	8.163160252	9.66124	8.051877479	7.936375704	7.99039	8.92867	7.55919	7.883235694	7.921831581	7.989077762	5.93074	7.92659	8.6632	8.11946	8.11577102	8.04385	6.98641	8.000949838	8.116257262	7.996519419	8.013683599	7.46352	7.774998647	7.984100323	8.082968708	8.14517	6.8679	7.912038344	8.009537538	7.03452	7.97154	8.24079	6.91289	8.23122	8.190399289	8.31107	8.29324	8.107777582	8.34207	8.098958507	8.146135656	7.51096	7.972986407	7.975916092	8.31107	7.938206075	7.699839146	7.47654	7.37764	7.986834836	8.06393	8.67737	8.161526227	8.11998	8.107866118	8.053719607	7.83162	7.984355271	7.968910021	7.973314183	7.35226	5.84046	7.845880308	6.71836	8.6388	8.75422	8.34074	7.989673882	7.959185099	9.20994	8.088273145	8.047548493	7.25077	8.26444	9.13109	8.96029	8.096756935	7.76553	8.163405264	8.229580722
P13804	11.4084	11.7754	10.8342	10.6809	10.0752	11.2778	10.4919	12.03	10.4282	10.4102	11.4809	10.9677	10.8191	10.426	10.6789	10.3461	11.1221	11.1861	9.99774	10.4374	10.7753	10.8003	10.2009	10.0743	10.8676	10.8648	11.2024	11.2919	10.9557	10.5571	8.81153	9.44688	10.5882	10.3984	11.1374	10.3623	11.0417	10.2773	10.9918	11.011	11.0799	10.7464	10.5839	10.3826	10.7245	10.5415	11.0786	11.1647	11.008	10.7918	9.19648	10.839	10.5943	10.58	10.8761	11.0708	11.2279	10.3482	10.3056	10.881	10.3644	10.9848	11.1134	10.8521	10.5827	9.45615	9.26702	10.5198	10.2198	10.3566	10.8058	11.0981	10.8743	10.9788	10.9146	9.60936	10.6346	10.4402	10.7105	10.9492	10.3047	10.9443	10.4429	10.8815	10.2496	10.942	11.4739
P40197	9.54844	8.73573	7.29278	10.4837	9.51944	9.57913	9.99506	9.423185458	10.0093	7.47654	10.4633	10.3795	9.90779	8.93517	7.21237	10.1499	9.30378	10.9263	10.4695	9.69627	9.9384	9.32796187	9.91394	9.53605	7.07468	7.13237	9.89118	10.2181	8.58571	9.31492	8.97126	8.91319	10.6062	11.1642	10.0267	9.6886	10.6017	9.57818	8.96376	9.47046	9.26796	9.61361	9.84141	8.87283	9.357498605	9.64782	7.50779	10.3605	8.39489	8.11114	8.85362	10.6802	10.2609	11.3593	10.06	9.75772	9.20872	9.97427	9.84345	9.376820301	10.0843	7.42962	9.78234	8.67772	9.00899	8.92154	8.97355	10.9652	11.5904	10.8006	10.3949	9.39489	9.82639	8.70183	7.78333	8.99294	10.6988	10.1514	9.81426	10.3603	9.59935	9.61139	9.8544	9.491071572	9.96463	7.8802	10.168
P20340	6.07682	6.885146802	6.724185888	8.05799	7.31832	9.35271	7.70805	6.886145424	5.6893	6.951298366	6.95884	6.26866	6.22882	6.93935908	6.99602809	6.40769	6.893686025	7.37851	6.89118	8.03452	8.24793	6.994686064	5.46271	6.39403	7.058256056	6.98498942	5.78398	6.19967	6.97992448	7.037214613	8.40131	7.78529	6.887749399	5.65249	4.88264	5.853	8.81986	6.25172	9.22641	9.39917	5.92362	6.941993275	6.96924	7.57894	6.923164944	4.6837	6.911626615	6.37504	6.803039432	6.921073558	8.14924	5.65535	6.32733	7.35931	9.62516	6.22882	6.984084396	6.66534	7.64602	6.935092119	5.83289	7.097485442	6.24982	6.885181133	7.034141242	7.83857	7.75087	5.86295	6.15785	6.36807	8.47452	9.21965	6.41785	7.038216721	6.943380365	7.66178	5.8802	6.1416	7.077039323	8.36457	7.01346	9.01262	7.92659	6.949481651	6.10434	6.997940072	6.30743
O60763	9.29806	8.85767	9.26209	6.67948	8.186891394	8.02956	7.45286	8.49905	9.06528	7.71699	8.41532	9.41003	9.36392	8.79636	9.15861	6.08746	6.21335	6.82909	8.043044074	7.86295	7.70736	8.80929	9.02042	9.30857	8.40173	8.27053	8.97556	8.83162	8.86326	8.82909	8.84486	8.7163	7.7879	7.86604	7.02569	6.59395	8.03727	8.154894985	7.8392	7.42626	9.09302	5.93546	8.018882554	6.80219	8.67419	9.32688	8.04494	8.73978	8.76122	9.24935	8.51531	8.25786	6.44626	8.01959	7.77149	9.18611	6.54381	8.076858853	7.633	8.6077	9.33985	8.16189	8.78202	8.58007	9.07895	8.62022	8.49506	8.08534	8.04166	6.46107	6.93074	7.87836	9.18264	8.57478	9.13468	8.26959	7.67384	6.66676	5.71973	8.00843	8.15790556	7.80284	7.57894	8.78725	9.24198	8.1153	8.72076
P02042	6.15178	7.886742668	7.795236594	8.74953	8.33718	7.61912	8.35843	7.40088	7.41616	8.68545	8.97871	6.14568	6.79312	7.946577523	7.993022122	7.63517	7.26866	8.93958	8.71218	7.42375	7.52669	7.50621	6.98299	8.30515	8.34917	7.42459	7.9384	7.8857	8.009855984	7.962322992	9.14236	8.59208	6.65535	7.41785	7.63735	7.69	8.38802	8.61324	9.11686	9.56872	6.10014	6.4822	8.72007	8.87713	7.58271	7.2075	6.81634	8.05094	7.74272762	7.865369606	9.09381	7.94778	8.36545	8.49265	7.824	7.03562	6.07253	9.14568	10.7779	7.89845	7.02015	8.2503	7.94837	7.874578648	7.90782771	10.1139	8.47573	6.2891	6.56834	8.36063	8.03782	9.0917	7.26866	8.006555693	7.967976971	9.45121	7.24603	7.8392	6.79181	8.56758	8.08428	8.07948	8.00169	8.35094	8.00056	8.23649	8.65928
Q14344	9.95696	10.3554	9.41426	10.5679	10.2176	8.47167	10.0304	8.73911	8.73708	8.85362	10.8897	9.8381	9.8716	10.4794	9.77429	10.4611	7.80607	10.5518	10.6861	10.0831	10.1529	8.84612	8.6014	8.76188	8.99661	8.5744	10.9049	10.7074	10.7988	9.81474	10.3206	10.1243	10.7976	11.0249	10.4899	10.3804	10.4668	10.4892	8.83794	8.67631	9.85019	7.74079	10.3029	10.3942	8.55229	8.6532	8.53838	10.4199	10.2352	9.67507	9.83115	10.6761	10.4331	10.2505	8.83731	9.85611	7.80993	10.4265	10.1248	8.6077	8.75889	8.58984	10.6671	10.1787	9.90749	10.0488	9.87113	10.8746	11.1707	10.5043	10.6903	8.50621	9.85487	10.3039	9.75322	10.1444	10.8887	10.3268	8.27752	10.3721	10.3452	8.80187	10.0505	8.6994	8.65785	8.67172	10.5978
P05023	9.78904	9.62114	10.5905	9.254189265	8.98242	7.0607	9.24911	8.77841	9.36588	8.55267	9.17318	9.92778	9.64404	9.85705	10.7616	9.2529	7.16289	9.230249603	9.05664	9.46168	9.22762	8.28355	8.70425	9.25786	8.5812	8.25408	9.68071	9.09987	10.1021	10.5961	9.96967	9.63045	10.1792	9.95391	9.41321	9.43692	9.138172936	9.00619	6.50303	6.54381	9.60455	7.44543	9.41151	9.43734	8.54496	8.79247	8.44087	9.14109	9.62205	10.8946	9.59619	9.93074	9.77873	9.170463201	6.90207	9.52003	7.83731	9.44211	9.15254	8.41321	9.0728	8.26632	9.24508	9.77512	10.9738	9.29829	9.93428	10.2331	9.76039	9.43003	9.221714175	6.71012	9.84815	9.5859	10.6509	9.59824	9.86851	9.33136	7.66676	9.142976678	8.9969	6.58946	9.2075	8.59395	9.06151	8.45533	9.19771
P17858	10.1088	9.73522	9.79377	10.1751	8.19574	8.48502	7.56148	9.77	9.81954	8.5074	9.33896	10.3567	9.88768	9.34096	9.65105	9.88661	7.29462	10.765	8.95826	7.54844	7.61839	10.5928	10.0983	10.1001	9.17243	9.13109	9.10512	9.36107	8.7286	9.34762	9.35072	9.31651	10.3688	9.84439	10.0436	9.35733	9.60437	8.1334	8.92422	8.69836	10.22	7.44045	8.38888	7.60955	10.605	10.0217	9.70529	9.54477	9.6954	9.94237	9.55976	9.90584	10.028	10.9286	8.507	10.1162	7.25172	8.98755	7.4271	10.5887	10.2752	9.23769	9.3217	9.62717	9.81186	9.35425	9.56301	9.86821	9.56605	9.69905	10.2086	8.4417	10.3092	9.3696	9.69296	9.19205	9.59376	9.48684	7.91049	9.75472	7.66249	8.83352	7.70805	10.2905	10.0916	9.32576	9.32238
Q99714	10.1114	8.72383	10.1903	8.97585	8.5812	10.1115	10.1874	11.9742	10.8088	11.2425	11.0812	10.1351	9.94837	8.47086	9.98513	7.82528	10.4693	8.94457	8.9472	9.95376	9.98128	10.7196	10.4555	10.2054	10.4351	10.7838	10.9303	10.6795	8.47573	10.1752	9.95449	10.2366	11.3149	10.2845	7.95128	8.14924	8.07093	8.46475	9.67684	9.54303	9.86341	10.295	8.73809	9.68159	10.7745	10.5683	10.8517	10.88	8.68018	10.1744	10.3029	10.593	8.16239	7.92837	9.46107	10.1798	10.2761	9.01346	10.4923	10.8315	10.5064	10.6731	10.7643	8.08162	9.97384	10.2927	10.3008	9.93059	10.0784	7.56301	8.80316	9.96766	10.0084	8.20604	10.2863	10.4135	10.1616	7.79246	10.3207	8.29002	8.36938	10.0183	10.214	10.8567	10.5039	10.8758	10.7619
P30041	11.5785	11.3459	11.6476	10.9661	11.2119	11.4625	11.4454	10.0518	11.4755	9.5467	11.9212	11.5589	11.7166	10.7881	11.163	11.3085	10.5082	10.9791	11.45	10.8033	11.5547	10.0611	11.751	11.4018	10.5528	10.9356	10.6206	12.0615	11.5193	11.7008	10.1092	10.0606	12.1388	11.8915	11.8564	11.2571	11.5856	11.8755	10.5252	11.2069	11.1822	10.6642	11.0467	10.2478	9.94954	12.045	10.6958	11.6073	11.4883	11.6316	9.77676	12.0739	11.0776	11.3299	11.6668	11.7187	10.3765	11.359	11.0982	10.2671	11.6594	10.7837	11.2866	11.0568	11.3708	10.5396	9.97169	11.4787	12.8588	11.3802	11.027	10.9502	11.1977	11.2475	11.4985	10.3844	11.7843	11.1695	10.9638	11.2465	11.2766	11.2873	11.2019	10.6212	11.6425	11.059	11.6851
P49327	8.14924	8.85081	8.70252	8.11686	8.01235	6.70321	7.54303	8.49825	6.97039	8.37938	7.18587	8.51924	8.48018	8.80896	9.09566	9.507	8.568106152	8.85487	9.05528	7.2817	7.21626	9.37178	7.0864	7.65392	8.63408	8.4475	7.61618	7.32912	10.1816	8.91259	9.9847	9.86264	10.6591	9.88234	10.3895	9.35931	8.56453	8.65392	8.03782	7.71905	8.2293	8.4503837	8.34252	7.77083	9.195	6.88874	8.84172	7.62352	8.69209	8.75121	9.5411	9.47107	9.30172	9.22521	6.60585	8.43754	8.61468375	9.14873	7.17991	9.09935	6.89118	8.60437	7.7252	8.71046	9.02375	9.68194	10.1205	9.52023	9.77165	9.40812	8.4582	7.46516	8.58909	8.62169	8.79312	9.73302	9.36588	9.08932	8.445115378	8.3147	8.08958	7.03672	7.15279	9.11009	7.05745	8.54728	7.33271
P06454	11.0939	8.2031	11.4417	7.52199	11.5138	12.388	11.3025	10.7755	8.79799	7.80284	9.10434	9.23338	9.62717	9.93458	10.1104	6.55612	8.1629	6.7866	6.05961	10.7601	10.479	10.4968	11.8876	10.0285	9.70891	11.0437	10.5964	10.563	8.83099	8.53761	11.2293	10.8919	7.34784	6.18785	9.37439	7.88813	10.1458	6.82273	9.7812	8.82337	10.9996	11.1933	6.2114	9.10093	11.0957	11.8992	8.74886	11.8966	12.0319	10.9924	10.9792	7.20457	6.4363	9.316950785	9.83416	9.87191	8.49865	5.49185	8.79116	11.3074	10.8761	10.5865	10.1515	11.4048	10.0566	10.88	10.7629	10.7704	5.33985	6.33628	8.84768	10.895	9.78152	10.4049	10.0236	10.9773	10.7957	10.5175	10.7087	10.6461	10.2566	10.6042	10.881	10.5598	10.4346	10.8098	10.814
Q0ZGT2	10.028	9.18958	10.0458	10.996	8.86851	7.72451	9.96535	8.2817	9.2628	9.31628	11.016	10.4125	10.4643	9.29347	10.7749	9.68527	6.63227	11.4729	9.08852	9.90479	10.2985	8.0433	9.47735	8.81602	9.21772	9.84376	10.4225	10.7069	9.87021	11.1096	10.5563	10.1055	11.0999	11.3287	10.1577	9.33851	12.2741	9.26233	7.2817	7.29002	9.84502	4.08746	9.40024	10.0619	7.6907	8.93693	9.01903	10.4341	8.6865	10.1494	10.0116	10.5982	9.41933	12.0757	8.48583	10.5504	7.28077	9.22014	9.89224	8.04658	9.40833	9.64133	10.4713	9.46842	10.726	11.2732	10.5224	10.8548	11.763	10.3886	11.4571	7.55228	10.6113	9.60678	10.9043	10.3683	11.0158	9.56148	5.49825	11.1919	9.60678	7.36194	10.0425	8.0493	9.57061	9.59395	10.6381
Q13838	10.9391	11.2982	11.5324	11.0725	10.432	11.3022	10.5824	10.1339	10.3144	10.4027	9.76454	10.5059	10.4309	11.5221	11.081	9.85112	9.43754	11.953	10.034	10.2946	10.1007	10.4344	11.0729	11.1187	10.6924	11.2158	9.9208	10.2221	11.8582	10.1182	11.0688	11.0303	11.433	10.5546	9.09645	9.64584	10.1042	11.1489	10.4447	10.074	11.297	10.4506	10.0114	9.96319	10.8182	11.6778	10.7189	10.6583	11.9421	11.8083	10.5985	11.6234	10.3225	13.1946	9.89512	10.4338	9.35711	10.2762	10.1628	10.6811	11.1371	10.751	10.6877	11.5514	11.2548	10.8456	10.7788	11.0829	9.91767	9.60918	10.6206	11.0382	10.7398	11.1967	10.9241	10.798	10.7113	9.6471	10.4015	10.9174	10.5882	10.844	10.2584	10.4092	10.9633	10.8445	10.2606
P01024	8.65285	5.34696	6.522274074	6.629654375	5.66959	6.674738955	6.36632	9.00787	6.745304304	7.59171	5.80219	8.85144	8.86047	6.10852	6.395875141	6.06178	6.638680597	6.471912313	6.54535	6.29462	6.56682	9.73894	6.878140246	6.735443269	7.19377	6.86047	5.24793	4.91648	5.52356	6.442867282	6.03342	5.26679	6.417905078	6.38088623	5.56986	5.82782	6.672864202	6.52982	6.485116618	6.651079016	8.37851	6.669484102	7.02901	5.32553	9.37504	6.873306374	6.59991	5.70044	4.90689	6.641428759	4.82273	6.535320235	5.90207	6.506778428	6.683262869	8.80607	6.628573904	7.3147	6.84046	9.34607	6.676448798	6.65392	5.38543	5.46923	6.512499517	6.06178	5.22882	6.41630561	6.541441607	6.43129	6.513425428	6.673872273	8.73302	5.42291	6.459697866	5.92362	6.409649429	5.56986	6.652735707	6.572269069	6.06178	6.426387281	6.25172	9.09724	6.729574272	6.8679	5.19771
O75923	7.646270325	6.85175	6.1819	7.511470097	7.394622887	7.420316801	8.59917	9.49665	5.53916	6.6893	7.6489	7.645909118	7.526046026	6.88753	7.10643	7.442454053	7.708277004	7.608574246	7.588213045	9.69627	8.98698	9.91618	5.88264	5.98185	6.76022	6.41954	8.46352	7.99548	7.26959	5.8125	9.07521	9.60973	7.659377679	7.498201506	7.682688051	7.842861295	7.561644104	7.549486598	7.815037693	7.476774454	7.462763341	7.743910355	7.645637886	9.58909	9.3981	5.8802	5.89239	7.56301	7.07788	6.02237	8.75489	7.565558014	7.420166998	7.780643388	7.51092186	7.728554284	7.831847164	7.686843143	9.63862	9.79555	5.2817	6.56072	8.98442	6.80607	6.53138	9.23074	9.38931	7.56476191	7.347137	7.683076538	7.564825031	7.666880912	7.736397776	6.74685	6.76818	9.30492	7.621738057	7.609961802	7.5881627	7.646546551	7.676376369	7.588073371	9.07708	9.46638	5.33985	6.13955	7.92719
P49257	10.3497	7.86542	9.04521	10.4988	10.1621	8.90448	9.0182	9.56453	9.49605	10.4921	8.8392	10.76	10.4143	8.41447	9.2976	9.09751	8.54342	10.6848	10.8514	9.67983	9.24579	9.50323	9.58459	8.67066	9.71836	9.96506	9.732	8.80316	7.88142	10.0163	11.1221	11.1137	10.2951	10.2794	8.78136	9.27146	10.9376	10.4782	10.1186	9.32957	9.91109	8.64386	10.8331	9.58139	9.95565	8.55919	9.95652	8.86975	7.52669	8.69488	11.1894	9.00983	8.94808	10.7582	9.35887	10.2661	8.46107	10.9066	9.41659	9.38672	9.55171	10.2773	8.95855	8.20799	9.86867	10.5987	10.8125	9.67243	9.91453	9.22689	10.6786	9.55459	10.2936	8.1236	9.57213	10.9009	9.74786	9.02209	9.17742	10.5644	10.1461	9.43941	9.30925	9.82718	9.25739	10.0397	8.91109
O95831	9.05555	10.0285	8.95099	10.2644	8.85331	9.96217	9.58402	10.8249	9.21747	9.45533	9.52081	9.39639	9.35733	9.89739	8.61949	9.23026	9.42605	9.97327	9.44128	9.32643	9.18537	10.0091	8.97298	8.73978	9.23984	9.66089	9.11348	9.06447	9.52297	8.8933	9.18661	9.50084	9.56243	9.29531	9.4625	9.19648	9.83936	9.22617	9.89769	9.75906	9.31016	9.41151	8.979	9.30561	10.0863	8.92035	9.6268	9.30378	10.2099	9.1581	9.63081	9.31016	9.38154	9.8645	9.72093	9.33047	9.49065	9.60918	9.44729	10.1907	8.96058	9.35469	8.97757	10.0186	8.81794	9.68387	9.35403	8.893	9.18066	9.13417	9.84204	10.0411	9.18809	9.85034	9.00113	9.68755	9.10145	9.2884	9.4731	9.81105	8.86419	9.77758	9.40705	10.0945	8.74282	9.54342	9.108
O00139	9.56205	7.88874	10.1623	10.6624	9.27961	8.84455	9.21941	8.922967605	9.67455	6.05528	7.50303	10.2957	10.2802	7.95128	10.2766	10.4744	9.158491949	10.3859	10.0798	9.44481	9.71012	8.96595251	9.32283	9.06016	6.61029	6.84925	7.98982	7.74416	7.16892	11.173	9.04658	9.2914	10.8225	10.3892	10.2825	10.1067	10.3681	9.09038	9.18041	9.42291	9.55036	9.074512573	9.41532	8.83889	9.045525518	8.75556	7.13134	7.49426	7.14466	9.96896	9.3696	9.39189	10.3404	10.6718	9.34474	10.1895	9.154564062	9.41066	9.55382	9.051045214	9.70165	6.80735	7.65249	7.71218	10.3136	9.439	9.08773	9.56986	10.3493	10.3733	10.7351	9.28517	10.116	7.62571	10.3701	9.52689	9.83889	10.0768	9.192468455	10.3338	9.13904	9.27193	9.53138	9.084208838	9.45018	7.16088	7.58797
Q15366	9.61434	8.83099	9.39403	8.39746	6.97039	8.90779	8.15279	7.96	8.60844	9.60881	8.04876	9.2031	9.46801	8.61802	8.88264	7.44874	7.00338	8.30561	7.11998	7.96232	7.79246	7.99887	9.45697	9.00927	9.00056	9.13827	8.22062	8.47695	7.86357	8.48301	9.15127	9.17617	7.53993	7.8586	7.13031	7.55919	8.76388	7.16591	8.42585	8.18339	10.061	7.2937	6.8189	7.4446	8.17991	9.46025	9.02514	8.69732	9.0917	9.43233	8.96116	9.00084	7.74281	7.26303	8.41701	10.0006	6.94486	6.97384	7.57969	8.19131	9.12954	9.11998	8.20799	8.33316	8.59171	9.30035	9.01597	8.07575	7.77808	6.7761	8.58797	8.73944	9.702	8.54805	9.19279	9.1581	8.05907	7.08746	7.6907	8.67349	6.88387	8.43505	7.7502	8.09223	9.34983	9.15987	8.37591
Q16555	10.0291	10.1317	6.18785	10.2787	9.89785	9.23888	10.0132	9.69558	7.97327	10.2868	9.62132	9.91184	9.6319	10.6516	5.38543	9.63027	10.3781	9.48543	9.78594	10.0634	9.72434	9.97943	8.96	7.92896	9.59805	10.0902	10.3527	10.0549	10.5911	5.04002	9.75004	10.0065	9.26819	8.45327	10.1772	9.62917	9.4168	9.38241	9.65338	9.69523	9.87851	10.6801	9.60381	10.2758	10.0481	8.26115	10.8316	10.5248	10.2776	5.70044	10.3717	8.60622	9.40237	8.95971	9.78741	9.81041	10.616	9.97928	9.83842	10.0898	8.46352	10.4635	10.1563	10.3917	5.73877	9.77363	9.83115	9.02514	8.12153	9.06824	10.3608	9.66178	9.86604	10.2238	5.74147	9.94134	9.14898	9.53858	10.1743	9.87943	9.78545	9.79766	10.0879	10.2762	8.77347	10.1544	10.3182
Q9HDC9	10.2336	11.3633	10.3648	11.0109	10.3269	9.90719	10.5985	11.3469	10.7581	11.703	10.7885	10.2501	10.1392	11.2498	11.3977	10.2447	9.21262	11.0013	10.4418	11.5802	10.8553	11.1597	10.5545	11.331	12.1248	11.2977	11.3112	10.5637	10.4544	10.3364	11.4715	11.6165	11.1597	10.0121	10.0051	10.5907	10.6186	10.7106	10.6935	10.1866	10.2754	9.30538	10.3009	10.856	10.9741	10.5577	10.9064	10.2945	10.8685	10.6133	10.5775	9.89057	10.1718	11.0489	9.6319	10.161	9.10696	10.648	11.3417	10.6932	10.654	11.2292	11.6672	10.9868	10.9899	10.8903	11.8645	9.85066	9.2281	10.5392	10.7573	10.5187	10.5481	11.2227	10.7882	11.0902	9.95942	10.3145	9.09302	11.4062	10.6411	10.4193	10.7603	10.7103	10.8095	11.3011	10.5924
P05091	10.3291	10.2024	9.8141	8.34074	8.14822	9.79295	9.20482	11.5324	11.1126	10.1144	10.392	10.156	10.0415	9.72349	9.21723	10.0236	9.61784	8.5345	8.36982	9.16491	8.58946	11.1404	10.3909	10.9177	10.5622	10.745	9.41764	9.8189	10.0137	8.50224	9.30058	10.0017	9.75606	9.85409	9.82512	10.0482	7.78725	8.72281	10.3808	9.75355	10.2348	8.79507	8.36588	8.74147	10.8654	10.7353	9.97914	9.86774	10.3245	9.32733	9.54477	9.99294	9.90659	8.21237	9.5411	9.95114	9.46168	8.72962	9.22279	10.933	10.7454	10.3333	10.1025	10.4955	8.86047	10.2213	9.89709	10.0466	9.2588	10.2453	8.20555	10.1713	10.3442	10.0132	9.58496	9.81426	9.439	10.0079	9.15836	8.04494	8.633	10.1619	9.03039	10.83	10.7414	10.2312	9.86093
P17655	11.2464	10.479	11.3615	8.96145	10.3099	10.0807	10.6697	9.89042	10.8184	8.8558	9.33584	10.8054	10.8514	10.0918	10.7817	8.79312	8.42206	9.24793	9.80203	10.0803	10.2038	9.7652	11.5348	11.1001	9.15962	9.51452	9.77857	9.71733	10.5489	10.3827	8.66534	8.26021	10.2772	10.1049	7.03452	8.57289	8.60992	10.3394	9.52572	9.52356	11.3529	9.15305	10.763	10.1501	10.1122	11.8256	9.84282	10.3038	10.6597	11.6109	8.01402	11.123	9.0337	7.98982	9.19106	10.8311	8.31288	10.6303	10.293	9.89512	11.2764	9.48059	9.7705	10.1826	10.9383	7.91169	7.81057	10.8585	9.81794	8.34961	8.43338	9.71132	10.8423	10.0893	10.9009	8.31877	10.4733	8.33047	8.93929	9.08614	10.1648	9.8181	10.1711	9.88829	11.1874	9.51728	9.76885
P54727	10.7707	9.79766	10.3414	10.0287	9.78267	10.7669	10.5915	10.3604	10.007	8.29278	9.29439	9.8505	10.3542	9.48603	9.54477	9.32845	10.1429	10.1404	8.81378	10.0592	10.0696	10.4101	10.9251	10.6728	9.46291	9.71562	8.62022	9.37895	9.03232	9.38651	9.94075	9.99393	8.72349	9.03535	9.0143	9.2384	10.6327	9.89072	9.69087	9.77215	10.5762	10.5052	8.85237	9.24531	10.2025	11.0755	9.01792	9.56129	10.3407	10.2788	9.92955	10.1509	9.34163	10.4549	10.5765	10.5128	10.0432	8.90659	10.0423	10.5812	10.2959	9.22641	9.03919	9.66605	9.45943	10.3263	10.4423	9.53216	9.71476	9.0232	10.1063	10.4576	10.2263	9.68825	9.86542	10.2223	9.2503	9.40493	10.2096	10.6406	9.73657	10.1664	10.1689	10.3685	10.5495	9.4814	9.28586
P50148	9.79425	8.83194	8.36151	9.17143	8.38672	9.66463	9.32868	7.82591	9.76785	7.63445	10.9365	10.1532	10.0819	8.93634	8.1918	8.20506	7.90268	9.55344	8.9571	9.44481	9.60159	7.54612	9.74248	9.59208	7.80864	8.1267	10.3711	10.2632	8.79766	9.10591	9.20384	9.18413	9.97197	8.94457	7.86728	8.2075	9.58759	8.93487	9.72229	10.2323	9.39489	7.11061	10.5988	9.78103	7.42122	9.49486	8.28216	9.85611	8.89633	8.86264	9.30264	7.82972	7.99548	10.365	10.3629	10.1902	7.77939	8.93752	9.39403	7.48462	9.74147	8.06932	10.1658	8.66356	8.84172	9.36063	9.16038	8.82941	9.18636	8.60474	9.28355	9.68422	9.73437	9.00619	8.66995	9.25833	8.57478	8.42249	7.70805	9.29852	8.65356	9.76105	9.3921	7.53605	9.65356	8.45409	10.0924
Q15555	10.6554	10.342	9.28216	10.6309	9.14568	10.3906	10.8387	9.64404	9.35931	8.26585	10.6457	11.0715	11.1355	10.0967	9.64728	9.58195	9.63862	10.7772	10.0668	10.1829	10.9532	9.77873	9.90809	9.50422	9.4733	9.67172	9.84909	10.3127	9.35667	9.62972	8.69418	9.11634	7.56986	10.1576	8.79734	9.1114	10.8411	9.39853	9.58177	10.0421	10.6575	9.54767	8.90117	9.91513	9.62059	9.52943	9.42564	10.2304	10.4758	9.63952	9.03067	10.0091	9.45718	10.8438	10.6659	11.559	9.28355	9.57251	10.3759	9.791	9.11348	9.43338	10.0359	10.2184	9.57346	9.74685	8.99915	9.55976	10.7793	9.50363	10.8158	9.77347	10.7689	10.3024	9.55842	9.60936	9.79214	9.20212	9.94705	10.2071	9.08055	10.0076	10.5591	10.1957	9.55842	9.62022	10.3174
Q13200	9.78202	9.04275	9.31967	7.70874	7.26209	5.98641	9.08693	9.42626	7.6907	5.55766	9.88707	9.52963	9.5611	8.87437	9.1533	7.75622	8.31696	8.01514	4.83289	8.66711	8.68895	9.33248	7.79896	8.01848	6.11061	5.91648	10.8733	10.1876	12.0435	8.65893	9.13648	8.97154	6.59842	6.43129	7.37069	7.5812	7.98982	6.55459	6.95303	6.90929	9.84046	8.64133	7.873536376	9.72298	9.39403	8.23745	5.48543	10.1582	9.21043	9.32935	8.58909	7.40684	8.15684	7.86419	5.81506	9.63735	8.63844	5.01346	8.67349	9.37003	8.0677	5.84046	10.2922	8.92867	9.02984	9.00253	8.69244	6.69766	6.46597	7.58646	7.82909	5.90448	9.77347	8.83794	9.01681	8.81378	6.61324	7.67101	8.53993	8.37156	7.35226	6.07468	9.06501	9.47046	7.8679	6.06824	10.3213
